"yearOfStart","CurrentState","sizeOfsite"
2013,"In",80.8
2014,"In",113.2
2013,"In",13.6
2014,"In",51.83
2011,"In",40
2013,"In",49.9
2012,"In",96.14
2014,"In",49.5
2013,"In",35.52
2014,"In",128.82
2012,"In",50.84
2014,"In",31.7
2011,"Out",15
2013,"Out",100
2010,"Out",145
2014,"In",141.85
2014,"In",17.68
2014,"In",80
2012,"In",57.62
2012,"Out",22.08
2013,"In",35.55
2014,"In",42.48
2013,"In",33.18
2012,"Out",12
2010,"Out",60
2012,"In",54.87
2012,"Out",40.82
2011,"In",50.4
2013,"In",82.98
2013,"In",148.44
2014,"In",45
2014,"In",64
2009,"In",13.69
2011,"In",33.2
2014,"In",0
2010,"Out",133.8
2013,"In",43.66
2014,"In",73.89
2012,"Out",44.65
2013,"In",42.92
2013,"In",21.35
2012,"In",39.9
2013,"In",163.68
2013,"In",24.5
2011,"In",88.2
2013,"In",11.42
2010,"In",9.79
2014,"In",23.57
2010,"Out",49.93
2014,"In",57
2013,"In",21.84
2014,"In",59.22
2013,"Out",54.98
2010,"Out",59.5
2012,"In",17.11
2012,"In",26.6
2012,"In",70
2014,"In",6.5
2014,"In",61.06
2010,"In",33
2014,"In",73.5
2010,"Out",39.92
2011,"In",75.44
2010,"Out",25.5
2011,"Out",90.4
2014,"In",42
2009,"Out",111.83
2009,"Out",30.8
2013,"In",43
2012,"Out",27.38
2013,"In",140.04
2012,"In",19.8
2011,"In",74.23
2005,"In",16.87
2010,"In",18
2012,"In",92.1
2011,"In",36.63
2014,"Out",138.66
2014,"In",64
2010,"In",38.25
2006,"In",66.8
2013,"In",116.39
2011,"Out",16.38
2009,"Out",12
2013,"In",16.52
2014,"In",23.91
2011,"In",96.79
2012,"Out",0
2012,"Out",5.82
2009,"Out",38.2
2010,"In",19.83
2013,"In",31.31
2012,"Out",35.19
2014,"In",39.54
2010,"In",84.78
2013,"In",26.23
2012,"Out",77.09
2014,"Out",66
2010,"In",37.8
2014,"In",41.4
2010,"In",102
2011,"Out",71
2012,"Out",37.8
1993,"Out",234.44
2014,"In",163.95
2010,"Out",66
2014,"In",48.75
2014,"In",16.5
2011,"In",155.83
2010,"In",88.21
2014,"In",6.6
2010,"In",16.5
2013,"Out",8.51
2009,"In",98.5
2014,"In",9
2014,"Out",48.04
2012,"In",53.55
2011,"In",132
2013,"In",132.23
2014,"In",37.4
2010,"Out",55.87
2009,"In",29.6
2013,"In",148.59
2013,"In",62.76
2012,"In",262.95
2012,"Out",192
2013,"Out",60
2012,"In",32.72
2009,"In",97.54
2010,"Out",36
2012,"In",108.04
2013,"In",81.95
2012,"In",46.2
2007,"In",99
2014,"In",251.64
2014,"In",69
2011,"Out",62.75
2013,"In",138
2013,"In",36
2013,"Out",90
2013,"Out",30
2013,"In",104.64
2014,"In",76.54
2013,"In",51.45
2003,"Out",98.92
2013,"In",67.5
2012,"In",33
2010,"In",40.23
2014,"In",48.64
2014,"In",69.34
2013,"Out",33.86
2009,"Out",26.4
2012,"In",98.98
2012,"In",63.72
2014,"In",31.5
2009,"Out",54.63
2010,"Out",151.44
2010,"In",97.97
2012,"Out",68.64
2010,"In",51.2
2000,"In",44.81
2014,"In",25.8
2012,"In",30.3
2014,"In",444.6
2014,"In",60
2006,"Out",28.88
2007,"Out",43
2012,"Out",31.91
2013,"In",97.66
2012,"In",13
2012,"Out",34.52
2013,"In",20.66
2008,"In",20.25
2010,"Out",31.8
2014,"In",118.5
2013,"In",18.32
2008,"Out",43.7
2010,"Out",26
2014,"In",9.9
2011,"In",117.06
2012,"In",148.71
2012,"Out",23.29
2013,"In",22.96
2013,"In",25
2009,"In",54.94
2012,"Out",13.4
2009,"Out",115.41
2013,"In",40.05
2014,"In",25.6
2013,"In",73.31
2014,"In",89.47
2014,"Out",93.78
2005,"Out",59.4
2014,"In",6.6
2014,"In",1.93
2014,"In",9.9
2011,"In",7.13
2012,"In",1
2009,"In",0
2009,"In",6.5
2013,"In",10.75
2011,"In",9
2012,"In",13.2
2014,"In",5.64
2009,"Out",3.3
2012,"In",1
2011,"In",6.6
2005,"In",127.27
2011,"In",11.02
2014,"In",6.6
2009,"Out",29.92
2012,"Out",10
2012,"In",1
2014,"In",36.4
2014,"Out",8.25
2012,"In",3.3
2014,"In",6.6
2011,"In",18
2012,"Out",9.9
2014,"In",3.3
2012,"In",5
2011,"Out",3
2010,"Out",3.3
2011,"Out",3.3
2014,"In",21.7
2014,"In",4.5
2014,"Out",2
2012,"In",1.44
2013,"In",15
2014,"In",3.3
2010,"In",3.3
2014,"In",43.2
2010,"Out",6.97
2010,"Out",6
2011,"Out",3.3
2013,"In",163.3
2011,"In",63.89
2002,"Out",0
2009,"Out",86.76
2012,"In",53
2010,"Out",28.27
2014,"In",23
2011,"In",70.42
2008,"Out",43.31
2014,"In",100.12
2012,"In",42.65
2009,"In",20
2013,"Out",26.44
2012,"In",79
2014,"Out",58.13
2012,"In",73.11
2011,"In",24.36
2010,"In",51.9
2005,"Out",30.36
2013,"In",23.76
2012,"In",33
2014,"In",14
2011,"In",33
2010,"Out",28.45
2013,"In",45.32
2007,"Out",21
2009,"In",150.78
2011,"In",25.8
2013,"In",26.5
2009,"Out",0
2012,"Out",59.5
2013,"In",41.16
2012,"In",24
2012,"In",85.05
2012,"Out",53.2
2013,"In",34.43
2011,"Out",24.79
2014,"In",51.6
2014,"In",25.78
2013,"In",162.18
2002,"Out",15.84
2011,"In",17.8
2009,"Out",39.48
2011,"In",95.65
2014,"In",72.58
2014,"In",29.72
2011,"In",57.86
2010,"In",33
2013,"In",22.31
2013,"In",29.37
2013,"In",66.6
2004,"Out",0
2014,"In",47.31
2013,"In",195
2013,"In",66
2010,"Out",15.3
2014,"In",0
2009,"Out",31.23
2014,"In",50.6
2010,"Out",33
2013,"In",145.36
2013,"Out",117.57
2014,"In",45.9
2012,"Out",25
2012,"In",104.64
2012,"Out",81.84
2008,"Out",169.54
2011,"Out",29.7
2014,"In",16.72
2011,"Out",20.37
2013,"In",74.5
2011,"In",35
2014,"In",13.2
2013,"In",19.2
2012,"Out",91.03
2012,"In",91.05
2012,"In",141.6
2012,"In",22.19
2012,"In",40
2012,"In",33.11
2014,"In",24
2013,"In",134.32
2011,"In",42.95
2014,"In",8.64
2014,"Out",21.72
2009,"Out",33.63
2011,"Out",22.5
2007,"Out",33.3
2006,"Out",362.71
2012,"In",97.96
2008,"Out",30.78
2014,"In",195.15
2013,"In",64
2003,"Out",24
2011,"In",56
2013,"In",121.1
2014,"In",25
2013,"In",76.68
2013,"In",55.24
2012,"In",72.54
2010,"In",35
2013,"In",97
2013,"In",84.26
2009,"Out",158.4
2013,"In",24.82
2014,"In",41.92
2014,"In",41.23
2009,"In",42.9
2012,"In",113.74
2010,"In",181.86
2011,"In",37.27
2011,"Out",23.1
2010,"Out",15
2012,"In",205.21
2013,"In",59.32
2013,"In",81
2010,"Out",48.06
2009,"Out",127.45
2009,"In",81.55
2005,"Out",5.66
2012,"In",17.16
2014,"In",43.31
2013,"Out",33.2
2012,"In",31.85
2014,"In",66.6
2012,"In",35
2012,"Out",26.18
2013,"In",26
2011,"In",108.78
2010,"Out",99.64
2012,"Out",25.64
2012,"In",61.8
2011,"In",31.2
2014,"In",120.96
2014,"In",33
2003,"Out",88.78
2011,"Out",25.58
2014,"In",39.37
2008,"Out",33
2011,"In",6.24
2009,"In",50.66
2013,"In",79.17
2014,"In",29.49
2011,"Out",30
2014,"In",12.15
2011,"In",101.25
2010,"In",25.2
2014,"In",34.39
2012,"In",5.28
2013,"In",28.98
2014,"In",98.82
2012,"Out",3.62
2010,"In",52.89
2013,"In",209.24
2011,"Out",70
2009,"Out",23.98
2014,"In",27.74
2011,"Out",55.84
2011,"Out",58
2011,"Out",95.7
2012,"In",14.28
2011,"In",95.7
2013,"In",50
2014,"In",27.2
2009,"In",33
2014,"In",308.26
2014,"In",32.24
2014,"In",36
2014,"In",69.3
2007,"Out",49.99
2014,"In",26
2014,"In",25.86
2014,"Out",169
2011,"Out",41
2012,"In",71.84
2009,"Out",133
2012,"In",106.72
2010,"Out",23.1
2009,"Out",8.61
2010,"In",143.42
2014,"In",15.37
2010,"Out",33
2014,"In",136.15
2006,"Out",100.68
2009,"Out",14.19
2014,"In",40.5
2014,"Out",0
2011,"In",143.92
2013,"In",66.1
2011,"In",59.9
2014,"In",18.08
2006,"Out",145.73
2014,"In",91.26
2014,"In",50
2014,"In",118.46
2012,"In",81.2
2010,"In",26.4
2014,"In",0
2012,"In",18.33
2010,"Out",79.34
2010,"Out",19
2008,"In",99
1994,"Out",64.5
2012,"Out",88.82
2013,"In",112
2012,"In",64
2014,"In",50.88
2014,"In",30
2012,"Out",83.22
2013,"In",27.87
2012,"Out",0
2012,"In",60.44
2010,"In",33.11
2011,"In",75.81
2014,"In",235.95
2013,"In",60.9
2013,"Out",26.91
2014,"In",27.26
2011,"Out",43.55
2012,"Out",41.01
2006,"In",75.6
2012,"In",154.21
2012,"Out",80.1
2011,"In",62.13
2013,"In",26
2013,"In",55.39
2014,"In",35.66
2014,"In",54.78
2014,"In",40.46
2011,"Out",67.7
2006,"Out",47.21
2010,"In",45
2013,"In",142.48
2010,"In",84.46
2003,"Out",0
2011,"In",30
2013,"In",22.5
2014,"In",20.4
2014,"In",40
2010,"In",20
2014,"In",69.6
2012,"Out",33.34
2009,"Out",9.9
2012,"In",44.9
2011,"In",66
2012,"In",35.04
2013,"In",52.8
2011,"In",8.25
2011,"In",6.6
2014,"In",38
2009,"In",23.9
2014,"In",19.9
2009,"In",39.78
2012,"In",59.5
2011,"In",29.4
2013,"In",295.54
2013,"In",107.38
2012,"In",53
2014,"In",59.28
2012,"In",92.64
2012,"Out",59.04
2011,"In",42.9
2013,"In",16
2010,"In",34.57
2011,"In",189.1
2010,"Out",63.18
2012,"In",23.1
2010,"Out",129.2
2014,"In",19
2010,"Out",27.3
2013,"Out",115.9
2014,"In",30.07
2002,"Out",11
2009,"In",142.85
2011,"In",28.24
2011,"In",60.99
2011,"Out",27.2
2012,"In",15
2013,"Out",52.02
2010,"In",85.14
2012,"In",17.5
2013,"In",40
2007,"Out",14.21
2012,"In",37.66
2013,"In",6
2010,"In",38
2014,"In",199.24
2013,"In",105.52
2006,"In",259.61
2014,"In",30
2014,"Out",74.4
2013,"In",53.25
2014,"In",90.42
2014,"In",226.23
2013,"In",3.4
2011,"In",18
2013,"In",165.29
2003,"In",178.08
2009,"Out",53.4
2008,"In",113.69
2014,"In",29.7
2012,"Out",49.5
2013,"In",122
2010,"In",10
2009,"Out",13.54
2001,"Out",30.24
2012,"In",63
2010,"In",59
2012,"In",110
2010,"Out",96.78
2012,"In",83.82
2011,"Out",23.56
2012,"In",11.5
2011,"Out",45
2010,"Out",25.46
2011,"Out",91.2
2014,"In",9
2012,"In",140
2007,"Out",35.1
2009,"Out",26
2010,"In",17.42
2013,"In",47.73
2013,"In",40.79
2012,"In",6.25
2013,"In",34
2011,"In",74.21
2012,"In",59.49
2007,"Out",48.02
2014,"In",47.52
2011,"Out",30
2010,"In",46.23
2012,"Out",35.23
2007,"Out",14.85
2014,"In",85.85
2013,"Out",29.09
2012,"In",38
2013,"In",30.09
2011,"In",132
2011,"In",378
2013,"Out",28.12
2012,"In",137.5
2009,"In",27
2011,"In",4
2014,"In",39.6
2013,"In",88.82
2013,"Out",0
2013,"In",49.85
2014,"In",64.4
2012,"In",135.05
2014,"In",86.4
2012,"Out",58.21
2013,"In",37.15
2012,"In",22.8
2014,"In",126
2014,"Out",91.27
2011,"Out",21.26
2008,"In",24.03
2009,"Out",99.17
2010,"In",83
2010,"Out",66
2014,"In",36.36
2010,"In",79.02
2009,"In",29.64
2013,"In",50.4
2013,"Out",79.07
2014,"In",6
2009,"Out",43.52
2013,"In",29.7
2005,"Out",68.59
2010,"In",3.3
2013,"In",21
2012,"In",34.92
2009,"Out",38.61
2012,"In",35.69
2013,"Out",31.92
2011,"Out",113.57
2011,"In",96.46
2014,"In",82.39
2014,"In",71.2
2008,"Out",23
2011,"Out",10.08
2012,"In",29.92
2010,"In",46.48
2010,"Out",79.02
2013,"In",238.92
2010,"In",66
2012,"Out",49.5
2009,"In",67.83
2011,"In",66
2013,"In",33.48
2010,"Out",37.29
2014,"In",15
2014,"In",49.7
2010,"Out",66.46
2011,"In",5.29
2011,"In",51
2012,"In",102.99
2014,"In",56.8
2010,"Out",62.25
2012,"In",97.54
2010,"Out",116.17
2010,"Out",41
2011,"In",55.44
2010,"Out",48.8
2011,"In",30.6
2014,"In",42.94
2013,"In",26
2012,"In",58
2014,"Out",56
2014,"Out",75.6
2014,"In",8.4
2011,"In",35.48
2014,"In",27.01
2007,"In",37.12
2012,"In",33.18
2014,"In",252.75
2013,"In",70.56
2014,"In",56.31
2010,"Out",32.2
2009,"In",81.48
2014,"In",59.59
2014,"In",59.9
2011,"In",60.8
2014,"In",23.1
2011,"In",40
2011,"In",35.88
2011,"Out",52.6
2013,"Out",46.22
2011,"In",97.2
2009,"In",14.28
2012,"In",15
2010,"Out",36
2012,"In",36.3
2010,"In",62.7
2012,"In",179.76
2011,"In",8.25
2013,"In",24.35
2014,"In",79.39
2012,"In",22.45
2012,"In",68.49
2011,"In",83
2010,"Out",33
2011,"Out",33
2010,"In",26.5
2012,"Out",38.32
2009,"In",30
2014,"In",85.8
2014,"In",152.9
2014,"In",35.28
2013,"Out",28
2013,"In",42.33
2009,"In",23.14
2011,"In",42.91
2013,"In",39
2011,"In",18.88
2011,"In",18.61
2014,"In",96.2
2011,"Out",65.66
2011,"Out",69.42
2013,"In",17.18
2014,"In",43
2014,"In",40.5
2012,"In",39.6
2009,"Out",13.2
2013,"In",20
2014,"In",33.6
2014,"Out",46
2014,"In",23.4
2014,"In",39.06
2014,"In",25.5
2011,"Out",53.73
2014,"In",33
2010,"In",32.25
2014,"In",24.25
2014,"In",115
2009,"In",33.16
2012,"In",40.52
2014,"In",32.39
2012,"In",111.87
2013,"In",14.5
2009,"In",138.19
2010,"In",32.88
2012,"In",42.98
2010,"Out",105.3
2012,"Out",10.04
2013,"In",14
2013,"In",29.7
2013,"In",25
2014,"In",32.5
2012,"In",41.21
2014,"In",84.92
2014,"In",127.01
2012,"In",41.45
2011,"In",41
2011,"In",41.6
2012,"In",19.24
2012,"Out",38.64
2013,"In",51
2011,"In",141.9
2012,"In",219.12
2013,"In",120.03
2014,"In",0
2011,"In",33
2011,"Out",32.68
2011,"In",195
2012,"In",49.64
2014,"In",197.6
2011,"Out",81.16
2009,"Out",32.12
2013,"Out",108.06
2011,"In",16.98
2013,"In",36.9
2011,"In",41.6
2011,"In",32.8
2009,"Out",89.51
2013,"In",29.77
2013,"Out",57.5
2012,"In",20
2011,"In",24.28
2012,"Out",97.85
2014,"In",19.83
2013,"Out",26.3
2010,"In",59.73
2014,"In",32.64
2012,"In",13.2
2013,"In",43
2007,"Out",69.56
2012,"Out",27.54
2008,"In",51.59
2012,"In",28.16
2014,"In",60.29
2014,"In",37.31
2014,"In",35.1
2003,"Out",7.3
2014,"In",198.7
2012,"Out",24.53
2014,"In",54
2012,"In",163.07
2003,"Out",56.04
2014,"In",60
2014,"In",104.82
2007,"Out",53.38
2013,"In",61.74
2014,"In",70.32
2011,"Out",86.28
2009,"Out",15
2014,"In",27.5
2011,"In",36.5
2007,"Out",75.9
2014,"In",33.6
2014,"In",47.4
2010,"Out",37.7
2014,"In",57.83
2014,"In",120.51
2012,"In",26.8
2013,"Out",43.92
2010,"In",30
2011,"Out",54.75
2009,"Out",16.5
2014,"In",23.06
2014,"In",66
2014,"In",29.7
2013,"In",78.37
2012,"In",43.6
2013,"In",386.58
2014,"In",143.92
2010,"In",54.72
2013,"Out",84.64
2012,"In",25
2009,"Out",13.3
2011,"In",41.79
2008,"Out",44.73
2014,"Out",7.27
2008,"Out",61.23
2010,"In",25.2
2010,"Out",35.74
2014,"In",99
2014,"In",40
2010,"In",50.76
2013,"In",49.6
2013,"In",18.18
2008,"Out",110
2008,"In",362.89
2014,"In",17.43
2005,"Out",48.8
2014,"In",89
2009,"In",12.5
2013,"In",86.66
2014,"In",33.47
2011,"In",59.4
2013,"Out",40.74
2013,"In",95.2
2009,"In",20.25
2014,"In",18
2013,"Out",9
2014,"In",36
2013,"In",85.96
2008,"In",5.52
2009,"Out",6.6
2011,"Out",19.19
2010,"In",128.89
2010,"Out",24
2014,"In",601.65
2013,"In",95
2014,"In",32.4
2012,"In",35
2008,"Out",31.3
2009,"Out",27
2013,"In",76.92
2011,"In",29.7
2011,"In",185.5
2011,"In",85.44
2011,"In",51.31
2010,"In",205.93
2014,"Out",64.4
2013,"In",59.5
2011,"In",450.08
2014,"In",29.7
2008,"In",56
2013,"In",32.5
2014,"In",66
2011,"In",119.6
2013,"In",79.77
2011,"In",29.68
2013,"In",193.8
2005,"Out",143.5
2011,"In",8.28
2004,"Out",14.78
2008,"In",96.53
2007,"Out",60.15
2014,"In",26.83
2013,"In",16.88
2011,"In",50.99
2010,"Out",92.5
2014,"In",60.18
2012,"Out",198
2006,"Out",0
2013,"In",85.5
2010,"In",88.32
2014,"In",17.52
2010,"Out",30
2014,"In",73.13
2007,"In",46.8
2014,"In",29.44
2012,"Out",18
2010,"Out",0
2011,"Out",52.95
2014,"In",8.9
2014,"In",41.26
2010,"In",15.34
2012,"In",42.73
2011,"Out",34.71
2012,"Out",45.03
2012,"In",131.77
2013,"In",88.25
2007,"Out",48.46
2011,"In",78.01
2012,"In",27.57
2012,"In",39.2
2011,"In",91.4
1990,"In",60.93
2007,"Out",95.7
2013,"Out",35.1
2011,"In",150.59
1994,"Out",42
2012,"In",121
2009,"In",46.64
2014,"Out",29.25
2006,"In",72.7
2012,"In",22.4
2013,"In",62.4
2006,"Out",9
2013,"In",26.34
2006,"In",19.83
2010,"Out",56.25
2011,"Out",26.25
2011,"In",59
2012,"Out",16.8
2013,"In",58.37
2003,"Out",97.25
2007,"Out",60
2014,"In",27.36
2012,"In",12.6
2013,"In",36.4
2013,"In",85.2
2010,"Out",104.25
2009,"Out",80.96
2005,"Out",92.13
2012,"In",80.26
2010,"In",47.73
2009,"Out",74.69
2013,"In",114.24
2014,"In",192.04
2011,"In",225.5
2005,"Out",207.02
2011,"In",78.8
2008,"In",48.1
2004,"Out",98.5
2013,"In",33.69
2012,"In",200.3
2008,"Out",62.86
2009,"Out",61.8
2009,"Out",18.84
2010,"In",20
2010,"In",20
2014,"In",18.9
2014,"In",98.94
2014,"In",10.83
2011,"In",57
2009,"Out",27.75
2013,"In",15.36
2014,"In",26.84
2011,"Out",77.53
2010,"In",33.98
2005,"Out",81.84
2012,"In",18.4
2010,"In",65
2012,"Out",44.88
2004,"Out",63.48
2001,"Out",72.9
2012,"In",22
2012,"In",81
2011,"In",85.68
2009,"Out",39.15
2012,"In",87
2011,"In",47.23
2012,"Out",27.74
2002,"Out",23.4
2009,"In",10.4
2011,"Out",48.23
2013,"In",18.15
2011,"In",85.32
2012,"In",36.72
2011,"In",69.6
2005,"In",57.89
2008,"Out",53.04
2008,"Out",27
2009,"Out",12.6
2012,"Out",20.66
2013,"Out",25.8
2013,"In",194
2012,"In",102.3
2014,"In",17.64
2010,"In",28.7
2012,"Out",64.35
2014,"In",5.5
2012,"Out",76.8
2014,"In",110.88
2014,"In",26.4
2013,"Out",28.49
2012,"In",28
2014,"In",43.39
2013,"In",18.56
2013,"In",45.14
2012,"Out",45.14
1993,"Out",117
2013,"Out",33
2013,"Out",6.24
2011,"In",116
2010,"Out",10.24
2012,"In",53.42
2014,"Out",84.94
2013,"In",79.46
2004,"Out",62.22
2010,"Out",4.14
2014,"In",41.8
2012,"In",119.34
2014,"In",22.23
2011,"In",48.56
2012,"In",56
2012,"Out",39.6
2014,"In",52.89
2014,"In",78.14
2012,"In",63.69
2012,"In",64.66
2013,"In",64.8
2012,"In",25.01
2013,"In",20.88
2014,"In",69.96
2011,"In",164.8
1997,"Out",63.37
2013,"In",95.99
2013,"Out",246.66
2010,"In",82.95
2008,"In",72.01
1969,"Out",106.9
2011,"Out",71.05
2013,"In",59.74
2014,"In",49.26
2014,"Out",41.92
2013,"Out",0
2014,"In",47
2014,"In",70.01
2014,"In",69.28
2013,"In",110.56
2013,"In",40
2013,"In",17.14
2014,"In",150
2012,"Out",27.72
2000,"Out",100
2011,"In",125.44
2014,"In",10
2009,"Out",20.2
2010,"In",99
1995,"Out",80.19
2010,"In",19.83
2008,"Out",46
2003,"Out",106.02
2012,"Out",63.24
2013,"In",32.42
2011,"Out",40.95
2011,"In",37.24
2014,"In",92.65
2014,"In",56
2012,"In",83.91
2011,"In",49.68
2013,"In",70.56
2014,"In",21.94
2002,"Out",25.42
2011,"Out",77
2013,"In",73.75
2014,"In",9.72
2012,"In",97.31
2009,"Out",31.4
2012,"In",59.36
2012,"In",55
2013,"In",98.32
2014,"In",41.04
2011,"In",33.9
2012,"In",90.87
2011,"Out",34.44
2011,"Out",34.88
2012,"Out",51.62
2011,"In",35.62
2013,"In",150.85
2008,"Out",10
2011,"In",124.32
2009,"Out",21.72
2010,"In",106.23
2013,"In",27.24
2007,"Out",119.48
2013,"Out",24
2011,"In",28.99
2012,"In",42.5
2014,"In",58.95
2013,"Out",56.43
1997,"In",107.58
2014,"In",52
2014,"In",58.01
2014,"In",87.93
2011,"Out",56.1
2013,"In",24.64
2012,"In",99.06
2013,"In",36.08
2014,"In",120
2013,"In",54.81
2011,"In",1.5
2010,"In",51.75
2010,"Out",38.38
2005,"In",0
2013,"In",241.04
2012,"In",17.64
2014,"In",24.62
2013,"In",86.4
2011,"In",19.09
2006,"In",62.7
2014,"In",32.7
2014,"In",38.64
2011,"In",52.5
2011,"Out",42.27
2014,"In",25.73
2014,"In",16.89
2013,"In",71.54
2011,"Out",131.12
2009,"In",40.6
2012,"In",313.77
2013,"In",112.5
2004,"Out",90
2014,"In",42.9
2011,"In",233.9
2009,"Out",20.02
2014,"In",87.07
2014,"In",77.6
2014,"In",33
2011,"In",112.5
2014,"In",47.1
2014,"In",90.11
2009,"Out",21.62
2012,"In",34.22
2012,"In",159.95
2012,"In",33.71
2006,"In",75.19
2000,"Out",91.88
2013,"Out",21
2013,"In",42.41
2014,"In",93.83
2013,"Out",163.55
2013,"In",40.53
2009,"In",60.07
2014,"In",31
2014,"In",153.13
2014,"In",46.58
2003,"In",197.35
2014,"In",10
2014,"In",0
2013,"Out",41.93
2007,"Out",112.32
2010,"Out",31.15
2008,"Out",29.9
2008,"Out",27.7
2011,"Out",30.83
2004,"Out",78.3
2010,"Out",3.6
2004,"In",55.42
2011,"Out",50
2011,"Out",73.03
2007,"Out",82.68
2012,"In",109.05
2002,"Out",80.06
2008,"In",83.16
2013,"In",8
2011,"In",9.9
2014,"Out",62.81
2014,"In",85
2013,"In",66
2014,"In",16.77
2011,"Out",36.52
2013,"In",16.65
2014,"In",38.1
2014,"In",0
2014,"In",8.25
2013,"In",8.52
2007,"Out",13.2
2014,"In",50.07
2006,"Out",74
2011,"In",113.28
2011,"Out",38.94
2007,"Out",241.01
2012,"In",155.52
2012,"Out",123
2011,"Out",128.38
2014,"In",30
2013,"In",36.4
2014,"In",146.27
2014,"In",244.2
2012,"In",33.37
2011,"Out",95.88
1995,"Out",79.09
2014,"In",36
2008,"Out",74.75
2014,"In",60.2
2013,"Out",36
2012,"Out",149.54
2014,"In",87.04
2012,"In",29.93
2005,"Out",23.1
2010,"Out",150
2012,"In",13.2
2013,"In",187.6
2009,"In",133.76
2014,"In",22.93
2013,"Out",0
2014,"In",6.12
2014,"In",256.5
2014,"In",70.1
2014,"In",4.51
2014,"Out",0
2012,"In",8
2013,"Out",195.45
2012,"In",64.5
2013,"In",211.8
2014,"In",99.28
2013,"Out",185.5
2013,"In",0
2005,"Out",165
2014,"In",88.07
2009,"In",49.42
2009,"Out",49.42
2005,"Out",49.58
2013,"In",60.52
2012,"Out",50.4
2004,"Out",301.6
2005,"Out",54.51
2007,"Out",123.04
2014,"In",26.6
2014,"In",28.27
2014,"Out",0
2014,"In",95
2013,"Out",31.9
2012,"Out",62.2
2011,"In",376.18
1988,"Out",0
2013,"Out",30
2014,"In",90.99
2002,"In",34.04
2014,"Out",34.2
2004,"Out",171.33
2009,"Out",36
2011,"Out",108
1999,"Out",88.55
2014,"In",5.7
2010,"Out",37.35
2012,"In",79
2014,"In",56.81
2011,"Out",119.07
2011,"In",10.2
2013,"In",17.4
2013,"Out",12.76
2014,"In",42.93
2013,"In",9
2013,"In",9.69
2013,"In",19.2
2012,"In",42.92
2012,"In",44.48
2012,"In",7.6
2012,"In",23.5
2011,"Out",12.76
2011,"In",29.93
2013,"In",9.95
2014,"In",20.3
2011,"Out",20.3
2008,"In",24.19
2011,"In",251.12
2011,"Out",56.37
2014,"In",39.52
2014,"Out",121.5
2009,"Out",16.56
2014,"In",64.2
2009,"In",169.75
2005,"Out",230.08
2009,"In",100.23
2013,"Out",59
2004,"Out",94.68
2014,"In",78.94
1986,"Out",97.2
2014,"In",199.55
2010,"Out",50.28
2004,"Out",177.84
2002,"Out",83.59
2013,"In",118.04
2009,"In",20
2014,"In",13.5
2014,"In",66
2013,"In",3.3
2008,"Out",85.14
2010,"In",157.22
2010,"Out",57.45
2013,"In",288
2003,"Out",175.2
2014,"Out",35.9
2013,"In",50
2010,"Out",9.9
2011,"Out",60.16
2012,"In",60.2
2011,"In",52.98
2010,"In",33.6
2013,"Out",239.19
2011,"In",44.18
2013,"In",121.47
2010,"In",47.2
2011,"In",22.6
2009,"Out",59.3
2013,"In",66.87
2013,"Out",160.56
2012,"Out",26.54
2014,"In",15.96
2014,"Out",79.22
2014,"In",196.26
1991,"In",112.47
